turn_id,session_id,turn_number,speaker,detected_intent,intent_confidence,asr_confidence,error_type,turn_duration_sec,created_at
T6779,S3179,2,system,start_application,0.59,0.78,silence,8,2025-01-06
T6780,S2851,3,system,start_application,0.86,0.78,,6,2025-02-18
T6781,S2934,7,system,repeat,0.73,0.89,,8,2025-01-17
T6782,S2900,6,user,service_lookup,0.94,0.84,,4,2025-03-05
T6783,S2398,6,system,unknown,0.89,0.91,,10,2025-03-18
T6784,S2167,8,user,start_application,0.73,0.92,,14,2025-04-16
T6785,S2376,8,user,service_lookup,0.87,0.66,,2,2025-01-19
T6786,S2606,6,user,service_lookup,0.71,0.77,,6,2025-03-04
T6787,S3010,1,user,service_lookup,0.82,0.79,,10,2025-01-18
T6788,S2588,10,system,start_application,0.74,0.66,misunderstanding,3,2025-02-02
T6789,S3194,13,system,repeat,0.85,0.75,misunderstanding,10,2025-01-02
T6790,S3177,7,user,service_lookup,0.75,0.73,,11,2025-03-04
T6791,S2047,8,system,start_application,0.86,0.7,misunderstanding,8,2025-04-18
T6792,S3024,5,user,repeat,0.96,0.81,noise,14,2025-03-30
T6793,S3130,13,user,service_lookup,0.83,0.94,,8,2025-01-23
T6794,S2172,11,user,start_application,0.65,0.63,misunderstanding,5,2025-03-16
T6795,S2505,4,user,service_lookup,0.91,0.81,,13,2025-01-05
T6796,S3153,7,user,service_lookup,0.55,0.75,,4,2025-04-15
T6797,S2397,12,system,start_application,0.81,0.81,,14,2025-01-16
T6798,S2293,12,system,service_lookup,0.85,0.92,silence,7,2025-01-11
T6799,S2551,11,system,start_application,0.68,0.85,,2,2025-03-09
T6800,S2849,13,user,unknown,0.77,0.75,,4,2025-01-29
T6801,S3039,6,system,service_lookup,0.72,0.86,silence,10,2025-01-09
T6802,S2884,12,system,service_lookup,0.55,0.74,,5,2025-01-18
T6803,S3003,6,system,repeat,0.89,0.66,,12,2025-01-18
T6804,S2133,14,user,service_lookup,0.62,0.75,misunderstanding,14,2025-02-26
T6805,S2770,3,system,service_lookup,0.95,0.28,,6,2025-02-07
T6806,S2507,11,system,start_application,0.82,0.65,misunderstanding,12,2025-01-27
T6807,S3089,10,system,unknown,0.91,0.92,,7,2025-03-11
T6808,S2479,4,user,service_lookup,0.7,0.67,,9,2025-04-10
T6809,S2862,5,user,unknown,0.55,0.7,misunderstanding,4,2025-04-01
T6810,S2458,9,user,repeat,0.32,0.68,misunderstanding,10,2025-03-16
T6811,S2625,8,user,start_application,0.91,0.56,,9,2025-02-27
T6812,S2158,3,user,repeat,0.62,0.63,,10,2025-02-07
T6813,S2160,6,system,service_lookup,0.46,0.65,silence,6,2025-01-09
T6814,S2939,10,user,service_lookup,0.5,0.87,,14,2025-03-18
T6815,S2154,1,user,service_lookup,0.71,0.74,,8,2025-01-18
T6816,S2485,3,user,service_lookup,0.29,0.78,silence,12,2025-04-21
T6817,S2431,10,user,unknown,0.56,0.92,misunderstanding,7,2025-03-23
T6818,S3050,14,user,start_application,0.72,0.79,silence,3,2025-03-06
T6819,S3003,12,system,start_application,0.74,0.49,,12,2025-04-03
T6820,S3035,7,user,repeat,0.2,0.92,silence,4,2025-04-30
T6821,S2066,7,system,unknown,0.94,0.65,,13,2025-03-28
T6822,S2541,2,user,unknown,0.59,0.85,,7,2025-02-06
T6823,S2095,3,system,repeat,0.87,0.82,silence,9,2025-02-01
T6824,S2214,7,system,service_lookup,0.71,0.87,silence,4,2025-02-23
T6825,S2193,12,user,service_lookup,0.61,0.79,silence,13,2025-01-27
T6826,S2884,6,system,service_lookup,0.91,0.85,silence,2,2025-01-18
T6827,S2038,13,user,service_lookup,0.63,0.88,,11,2025-02-17
T6828,S2938,7,user,service_lookup,0.84,0.87,,7,2025-02-25
T6829,S2938,10,user,unknown,0.45,0.59,,12,2025-04-21
T6830,S2205,9,user,unknown,0.74,0.75,,10,2025-03-21
T6831,S2941,8,system,start_application,0.88,0.94,,12,2025-02-07
T6832,S2554,6,user,repeat,0.82,0.61,misunderstanding,4,2025-02-22
T6833,S2483,12,user,start_application,0.74,0.9,,10,2025-03-30
T6834,S2770,14,user,service_lookup,0.93,0.63,,4,2025-02-28
T6835,S2248,4,system,unknown,0.7,0.88,silence,3,2025-03-04
T6836,S3097,14,system,service_lookup,0.64,0.84,misunderstanding,4,2025-02-17
T6837,S2372,13,system,repeat,0.83,0.94,,5,2025-01-01
T6838,S2878,10,user,service_lookup,0.22,0.71,silence,7,2025-02-12
T6839,S2834,9,user,unknown,0.67,0.74,,10,2025-01-01
T6840,S2870,7,user,start_application,0.66,0.89,silence,13,2025-04-07
T6841,S2701,5,user,start_application,0.16,0.88,,3,2025-01-10
T6842,S2137,2,user,service_lookup,0.53,0.68,misunderstanding,12,2025-01-06
T6843,S2947,9,user,start_application,0.7,0.68,misunderstanding,10,2025-04-15
T6844,S2456,14,system,start_application,0.45,0.78,,10,2025-04-19
T6845,S2813,7,user,service_lookup,0.47,0.75,,13,2025-01-24
T6846,S2822,9,system,unknown,0.92,0.82,,11,2025-03-11
T6847,S2941,11,system,repeat,0.88,0.57,misunderstanding,9,2025-01-09
T6848,S2443,9,system,start_application,0.57,0.87,,13,2025-02-02
T6849,S2352,10,user,service_lookup,0.75,0.41,,7,2025-01-15
T6850,S2995,5,system,repeat,0.55,0.95,,6,2025-02-07
T6851,S2793,7,system,service_lookup,0.79,0.52,noise,3,2025-04-10
T6852,S2410,5,system,service_lookup,0.54,0.71,,12,2025-01-08
T6853,S2677,3,user,service_lookup,0.84,0.96,silence,6,2025-04-24
T6854,S2452,10,user,service_lookup,0.68,0.74,,13,2025-03-31
T6855,S2418,8,system,start_application,0.57,0.67,,13,2025-03-12
T6856,S2449,8,user,service_lookup,0.65,0.89,noise,8,2025-01-10
T6857,S2994,9,user,start_application,0.81,0.84,,3,2025-01-18
T6858,S3138,11,user,start_application,0.66,0.74,,3,2025-01-26
T6859,S2050,14,system,start_application,0.61,0.75,misunderstanding,7,2025-01-04
T6860,S2209,12,user,service_lookup,0.74,0.88,,7,2025-02-10
T6861,S2887,6,system,unknown,0.74,0.53,silence,13,2025-04-17
T6862,S2997,2,user,repeat,0.64,0.94,,2,2025-03-13
T6863,S2992,3,user,service_lookup,0.81,0.52,misunderstanding,4,2025-03-30
T6864,S2849,13,user,start_application,0.82,0.9,,3,2025-03-23
T6865,S2626,11,system,service_lookup,0.37,0.76,,7,2025-04-21
T6866,S2678,12,user,service_lookup,0.73,0.38,misunderstanding,2,2025-01-05
T6867,S2776,10,user,unknown,0.54,0.78,,5,2025-01-04
T6868,S2662,11,user,service_lookup,0.76,0.48,,5,2025-04-17
T6869,S2267,6,user,start_application,0.94,0.82,,2,2025-01-08
T6870,S2115,1,system,service_lookup,0.94,0.66,,9,2025-01-02
T6871,S2753,14,user,unknown,0.79,0.58,,13,2025-01-03
T6872,S3063,2,user,service_lookup,0.52,0.69,misunderstanding,12,2025-04-26
T6873,S2181,8,user,service_lookup,0.68,0.86,,8,2025-01-30
T6874,S2902,11,user,start_application,0.39,0.68,noise,10,2025-01-07
T6875,S3142,8,system,start_application,0.72,0.32,misunderstanding,12,2025-04-24
T6876,S2945,6,user,start_application,0.65,0.82,,11,2025-02-13
T6877,S2257,3,user,start_application,0.81,0.64,,14,2025-01-24
T6878,S2508,14,user,service_lookup,0.81,0.85,,4,2025-04-28
T6879,S2091,2,system,start_application,0.62,0.72,,8,2025-01-07
T6880,S3184,13,system,start_application,0.64,0.63,,14,2025-04-10
T6881,S2148,6,user,start_application,0.75,0.68,misunderstanding,5,2025-01-01
T6882,S2116,1,system,service_lookup,0.5,0.86,silence,4,2025-01-30
T6883,S2457,14,system,repeat,0.84,0.78,,12,2025-04-22
T6884,S2564,10,user,unknown,0.82,0.65,,13,2025-03-05
T6885,S2813,6,user,repeat,0.76,0.89,,4,2025-04-08
T6886,S2044,9,user,service_lookup,0.52,0.9,,5,2025-02-27
T6887,S2773,7,system,start_application,0.57,0.75,silence,3,2025-03-02
T6888,S2233,9,system,start_application,0.69,0.76,silence,8,2025-03-11
T6889,S2196,2,user,service_lookup,0.78,0.9,,2,2025-03-06
T6890,S2024,11,system,start_application,0.91,0.9,,7,2025-03-31
T6891,S2394,14,user,start_application,0.55,0.78,,7,2025-04-13
T6892,S2713,5,system,service_lookup,0.8,0.9,,4,2025-01-31
T6893,S3059,9,system,service_lookup,0.78,0.76,noise,3,2025-03-03
T6894,S2222,7,system,service_lookup,0.81,0.28,misunderstanding,10,2025-02-09
T6895,S2863,9,user,service_lookup,0.75,0.88,,12,2025-04-14
T6896,S2529,14,user,service_lookup,0.84,0.91,,3,2025-03-07
T6897,S2256,11,system,service_lookup,0.81,0.86,silence,12,2025-01-11
T6898,S2653,6,user,service_lookup,0.87,0.83,,2,2025-04-19
T6899,S3159,7,user,unknown,0.25,0.45,,4,2025-02-21
T6900,S2590,10,user,repeat,0.58,0.72,,5,2025-03-02
T6901,S2443,5,user,start_application,0.65,0.72,,8,2025-03-03
T6902,S2417,6,system,unknown,0.94,0.77,,11,2025-04-15
T6903,S2573,1,user,service_lookup,0.54,0.83,misunderstanding,12,2025-02-07
T6904,S2128,1,user,start_application,0.54,0.86,,5,2025-04-04
T6905,S3010,2,user,service_lookup,0.68,0.95,,8,2025-03-28
T6906,S2340,11,system,repeat,0.78,0.81,,10,2025-02-22
T6907,S2809,14,system,service_lookup,0.81,0.89,,10,2025-03-21
T6908,S2991,4,user,service_lookup,0.69,0.73,,13,2025-04-01
T6909,S2099,11,system,service_lookup,0.83,0.63,,10,2025-02-26
T6910,S2038,9,user,unknown,0.82,0.56,,5,2025-02-05
T6911,S2262,7,user,service_lookup,0.86,0.63,,7,2025-03-28
T6912,S2149,6,system,service_lookup,0.85,0.92,,2,2025-04-30
T6913,S2689,1,user,service_lookup,0.73,0.87,,14,2025-02-23
T6914,S2812,5,user,repeat,0.47,0.25,,6,2025-02-02
T6915,S3143,11,system,start_application,0.65,0.63,,4,2025-03-27
T6916,S2218,12,system,start_application,0.88,0.83,,7,2025-02-08
T6917,S2905,13,system,start_application,0.87,0.82,,7,2025-03-21
T6918,S3146,4,system,start_application,0.79,0.86,,7,2025-01-04
T6919,S2243,5,user,service_lookup,0.71,0.64,misunderstanding,10,2025-02-15
T6920,S2885,11,user,service_lookup,0.56,0.7,,14,2025-04-20
T6921,S2586,9,system,unknown,0.73,0.79,silence,7,2025-03-20
T6922,S2517,12,user,start_application,0.8,0.8,misunderstanding,13,2025-01-17
T6923,S3044,3,system,unknown,0.87,0.82,,2,2025-01-31
T6924,S2189,4,user,repeat,0.82,0.73,,7,2025-02-08
T6925,S2914,8,user,start_application,0.96,0.87,misunderstanding,3,2025-04-05
T6926,S2614,3,user,start_application,0.88,0.73,misunderstanding,13,2025-04-09
T6927,S2855,13,system,repeat,0.89,0.89,,14,2025-01-22
T6928,S2465,3,user,service_lookup,0.9,0.67,,14,2025-03-27
T6929,S2098,13,system,service_lookup,0.48,0.82,,6,2025-03-05
T6930,S2829,9,system,start_application,0.85,0.77,misunderstanding,4,2025-03-08
T6931,S2996,5,system,service_lookup,0.92,0.81,,12,2025-01-18
T6932,S3106,10,user,service_lookup,0.52,0.64,,11,2025-02-22
T6933,S2055,1,user,unknown,0.66,0.77,,3,2025-03-01
T6934,S3045,7,system,repeat,0.74,0.93,,13,2025-03-31
T6935,S2579,7,user,start_application,0.64,0.86,noise,3,2025-04-09
T6936,S2184,6,user,start_application,0.83,0.44,,13,2025-04-25
T6937,S2521,6,user,service_lookup,0.64,0.96,,7,2025-03-29
T6938,S2263,3,user,start_application,0.88,0.69,,2,2025-03-31
T6939,S3061,3,user,start_application,0.76,0.62,,12,2025-02-05
T6940,S3002,10,system,repeat,0.76,0.55,,6,2025-03-26
T6941,S2122,11,system,unknown,0.81,0.84,,5,2025-02-17
T6942,S3179,9,user,service_lookup,0.77,0.85,misunderstanding,11,2025-04-30
T6943,S2300,1,system,service_lookup,0.55,0.75,misunderstanding,2,2025-04-23
T6944,S2832,7,user,start_application,0.97,0.58,,11,2025-03-12
T6945,S3090,13,user,start_application,0.77,0.74,misunderstanding,14,2025-03-10
T6946,S2644,12,system,service_lookup,0.76,0.59,,10,2025-01-31
T6947,S2873,11,user,unknown,0.49,0.64,misunderstanding,11,2025-03-20
T6948,S2393,10,system,unknown,0.93,0.87,,5,2025-04-21
T6949,S2660,7,system,unknown,0.39,0.86,,3,2025-01-02
T6950,S3154,8,system,unknown,0.5,0.92,misunderstanding,12,2025-01-18
T6951,S2068,6,user,unknown,0.75,0.73,,8,2025-02-25
T6952,S2761,8,user,unknown,0.7,0.64,silence,12,2025-01-10
T6953,S2319,1,user,start_application,0.84,0.43,misunderstanding,2,2025-04-26
T6954,S2176,1,user,service_lookup,0.64,0.81,,12,2025-02-15
T6955,S2583,9,user,service_lookup,0.96,0.6,,3,2025-03-07
T6956,S3183,12,system,service_lookup,0.68,0.93,,14,2025-01-10
T6957,S2581,4,user,start_application,0.24,0.26,misunderstanding,4,2025-02-28
T6958,S3158,3,system,repeat,0.63,0.93,misunderstanding,5,2025-04-14
T6959,S2110,6,user,start_application,0.59,0.87,silence,3,2025-03-17
T6960,S2998,10,system,service_lookup,0.76,0.86,,8,2025-04-21
T6961,S2757,12,system,service_lookup,0.58,0.44,,9,2025-01-22
T6962,S2282,13,system,service_lookup,0.5,0.55,silence,12,2025-04-15
T6963,S2193,12,user,service_lookup,0.82,0.89,,7,2025-01-21
T6964,S2966,9,system,service_lookup,0.81,0.96,silence,2,2025-02-18
T6965,S3070,10,user,service_lookup,0.76,0.66,silence,14,2025-04-02
T6966,S2977,11,user,service_lookup,0.84,0.69,,6,2025-01-03
T6967,S2341,4,system,start_application,0.79,0.7,noise,6,2025-02-06
T6968,S2521,9,system,service_lookup,0.81,0.81,misunderstanding,6,2025-02-11
T6969,S2800,5,system,start_application,0.27,0.73,,13,2025-01-28
T6970,S2902,13,user,start_application,0.72,0.85,silence,9,2025-03-10
T6971,S2130,7,system,service_lookup,0.74,0.75,misunderstanding,12,2025-02-24
T6972,S2813,3,system,start_application,0.35,0.72,misunderstanding,6,2025-03-10
T6973,S2060,3,user,service_lookup,0.84,0.78,,5,2025-03-14
T6974,S2163,12,system,service_lookup,0.77,0.86,misunderstanding,9,2025-03-29
T6975,S2271,3,user,unknown,0.81,0.76,misunderstanding,5,2025-04-11
T6976,S2132,8,user,start_application,0.69,0.84,,14,2025-04-28
T6977,S2997,14,system,start_application,0.8,0.84,,7,2025-04-29
T6978,S2037,6,user,unknown,0.57,0.69,silence,14,2025-01-31
T6979,S2616,9,user,unknown,0.47,0.99,,5,2025-04-29
T6980,S2473,9,user,service_lookup,0.91,0.85,silence,13,2025-03-19
T6981,S2058,8,system,repeat,0.82,0.78,misunderstanding,2,2025-04-15
T6982,S2588,1,user,repeat,0.85,0.84,,5,2025-02-20
T6983,S2498,6,user,service_lookup,0.82,0.75,silence,8,2025-01-27
T6984,S2566,4,system,repeat,0.55,0.84,,2,2025-01-21
T6985,S2566,4,user,service_lookup,0.82,0.62,,11,2025-03-28
T6986,S3152,3,system,start_application,0.54,0.67,,11,2025-04-12
T6987,S2903,12,user,start_application,0.77,0.52,,9,2025-03-09
T6988,S2382,9,user,service_lookup,0.76,0.86,misunderstanding,2,2025-01-04
T6989,S2084,2,user,unknown,0.6,0.91,,3,2025-04-21
T6990,S2626,1,user,repeat,0.67,0.93,,13,2025-03-10
T6991,S2825,14,system,unknown,0.59,0.58,,8,2025-01-13
T6992,S2292,10,user,service_lookup,0.45,0.8,,5,2025-04-19
T6993,S3072,3,system,service_lookup,0.87,0.84,misunderstanding,14,2025-02-01
T6994,S3090,13,user,repeat,0.73,0.55,,4,2025-04-25
T6995,S2786,4,system,service_lookup,0.49,0.8,misunderstanding,6,2025-03-10
T6996,S2128,4,system,start_application,0.61,0.77,misunderstanding,6,2025-01-31
T6997,S2028,6,user,repeat,0.54,0.75,misunderstanding,4,2025-04-20
T6998,S3142,1,system,service_lookup,0.83,0.72,,2,2025-03-01
T6999,S2691,1,system,service_lookup,0.6,0.98,,5,2025-01-15
T7000,S2132,2,system,start_application,0.87,0.85,,12,2025-01-18
T7001,S2645,4,user,service_lookup,0.59,0.92,misunderstanding,7,2025-04-14
T7002,S2688,7,user,start_application,0.79,0.6,,5,2025-04-23
T7003,S2533,6,user,service_lookup,0.69,0.49,,2,2025-01-18
T7004,S2515,11,system,service_lookup,0.61,0.67,noise,3,2025-01-28
T7005,S2959,9,system,repeat,0.71,0.47,silence,9,2025-01-08
T7006,S2164,7,system,start_application,0.75,0.8,misunderstanding,14,2025-01-28
T7007,S2926,12,user,start_application,0.61,0.77,,6,2025-03-03
T7008,S2932,5,user,service_lookup,0.72,0.94,misunderstanding,13,2025-03-19
T7009,S2556,6,user,start_application,0.57,0.48,misunderstanding,4,2025-03-10
T7010,S2679,10,user,unknown,0.7,0.94,silence,3,2025-01-18
T7011,S2992,9,user,start_application,0.71,0.77,noise,7,2025-01-07
T7012,S3028,1,user,start_application,0.93,0.58,,13,2025-03-23
T7013,S2756,11,system,service_lookup,0.8,0.98,misunderstanding,7,2025-01-19
T7014,S3104,9,user,start_application,0.79,0.59,,14,2025-04-25
T7015,S2854,6,user,unknown,0.9,0.97,silence,5,2025-03-21
T7016,S2492,12,system,repeat,0.66,0.76,misunderstanding,5,2025-01-15
T7017,S2648,4,system,start_application,0.85,0.6,silence,14,2025-02-25
T7018,S2991,12,user,unknown,0.87,0.84,,11,2025-02-01
T7019,S2627,5,system,service_lookup,0.27,0.39,,5,2025-02-12
T7020,S2624,13,user,start_application,0.79,0.31,silence,4,2025-01-02
T7021,S2542,1,user,service_lookup,0.57,0.76,misunderstanding,12,2025-04-03
T7022,S2006,7,system,start_application,0.65,0.84,silence,2,2025-04-13
T7023,S2953,13,system,service_lookup,0.49,0.85,,10,2025-03-31
T7024,S2514,13,system,unknown,0.8,0.81,misunderstanding,10,2025-01-21
T7025,S2754,8,system,repeat,0.83,0.9,,8,2025-03-05
T7026,S2072,11,user,service_lookup,0.75,0.91,,4,2025-04-07
T7027,S2009,5,system,start_application,0.82,0.86,,3,2025-02-06
T7028,S2561,2,user,repeat,0.9,0.76,misunderstanding,5,2025-01-15
T7029,S2121,8,user,service_lookup,0.49,0.72,,12,2025-01-29
T7030,S2686,10,user,service_lookup,0.91,0.84,silence,10,2025-03-24
T7031,S2512,7,user,service_lookup,0.72,0.59,silence,10,2025-01-31
T7032,S2989,10,system,service_lookup,0.63,0.81,misunderstanding,8,2025-02-08
T7033,S2440,9,system,start_application,0.5,0.95,,5,2025-02-27
T7034,S3061,4,system,start_application,0.52,0.89,,10,2025-04-23
T7035,S2701,11,user,start_application,0.65,0.62,,7,2025-02-08
T7036,S2590,9,system,start_application,0.34,0.78,,14,2025-03-29
T7037,S2066,4,system,unknown,0.79,0.55,,3,2025-04-25
T7038,S2016,3,system,repeat,0.66,0.46,,6,2025-01-15
T7039,S2367,11,user,start_application,0.68,0.72,misunderstanding,12,2025-02-25
T7040,S2903,3,user,service_lookup,0.56,0.91,,5,2025-01-30
T7041,S2720,10,system,service_lookup,0.62,0.8,,3,2025-01-25
T7042,S2957,2,system,service_lookup,0.64,0.89,,3,2025-03-01
T7043,S2907,10,user,repeat,0.9,0.39,,14,2025-02-16
T7044,S2988,3,user,service_lookup,0.61,0.82,noise,7,2025-03-22
T7045,S2472,14,system,service_lookup,0.56,0.89,misunderstanding,7,2025-02-25
T7046,S2114,8,system,unknown,0.59,0.63,,10,2025-04-03
T7047,S2099,11,system,start_application,0.62,0.89,misunderstanding,12,2025-01-25
T7048,S2437,8,user,unknown,0.59,0.59,silence,10,2025-02-15
T7049,S2348,2,user,unknown,0.76,0.9,,11,2025-01-03
T7050,S2138,11,user,service_lookup,0.71,0.74,,7,2025-01-22
T7051,S2827,2,system,unknown,0.57,0.98,misunderstanding,2,2025-04-26
T7052,S2323,2,user,service_lookup,0.56,0.77,,4,2025-02-05
T7053,S2845,10,user,unknown,0.79,0.8,silence,3,2025-04-28
T7054,S2293,7,user,start_application,0.77,0.82,misunderstanding,8,2025-01-05
T7055,S2967,6,user,repeat,0.61,0.76,,2,2025-02-09
T7056,S2073,12,user,repeat,0.81,0.82,silence,5,2025-03-12
T7057,S2483,11,user,start_application,0.61,0.8,,2,2025-01-27
T7058,S2015,1,system,start_application,0.6,0.83,,13,2025-03-20
T7059,S2792,2,user,unknown,0.86,0.79,,14,2025-04-18
T7060,S2515,14,user,unknown,0.66,0.68,,4,2025-03-01
T7061,S2924,1,user,start_application,0.95,0.87,silence,5,2025-03-04
T7062,S3150,12,system,start_application,0.8,0.49,,7,2025-03-19
T7063,S2823,11,user,service_lookup,0.84,0.9,,12,2025-03-17
T7064,S2517,7,user,repeat,0.66,0.73,misunderstanding,14,2025-03-20
T7065,S2128,6,user,start_application,0.44,0.32,,2,2025-02-16
T7066,S2510,2,system,repeat,0.94,0.76,silence,2,2025-04-14
T7067,S2422,2,system,start_application,0.83,0.76,,13,2025-03-31
T7068,S2384,2,user,service_lookup,0.69,0.71,silence,14,2025-02-20
T7069,S2231,8,user,service_lookup,0.69,0.88,,7,2025-02-13
T7070,S2958,14,user,service_lookup,0.9,0.56,misunderstanding,10,2025-04-17
T7071,S2824,7,system,start_application,0.69,0.89,misunderstanding,7,2025-04-27
T7072,S2064,1,system,service_lookup,0.67,0.52,silence,3,2025-01-27
T7073,S2832,4,user,start_application,0.77,0.55,noise,14,2025-02-22
T7074,S2614,11,system,service_lookup,0.56,0.83,,3,2025-04-24
T7075,S2800,4,user,service_lookup,0.85,0.85,,3,2025-01-05
T7076,S2277,7,system,service_lookup,0.58,0.85,,6,2025-01-22
T7077,S2365,2,system,service_lookup,0.8,0.62,,2,2025-02-08
T7078,S2515,4,system,service_lookup,0.89,0.7,,6,2025-01-21
T7079,S2438,1,user,repeat,0.74,0.54,silence,9,2025-02-26
T7080,S2427,13,user,service_lookup,0.86,0.48,misunderstanding,10,2025-04-27
T7081,S2728,13,user,service_lookup,0.99,0.85,,8,2025-02-19
T7082,S2395,11,user,unknown,0.86,0.9,,12,2025-02-09
T7083,S2585,11,user,service_lookup,0.69,0.68,,3,2025-02-14
T7084,S2374,4,user,repeat,0.59,0.87,silence,13,2025-02-16
T7085,S2947,11,user,unknown,0.85,0.75,misunderstanding,6,2025-03-28
T7086,S2092,14,system,start_application,0.55,0.78,silence,5,2025-01-24
T7087,S2320,1,system,start_application,0.78,0.67,misunderstanding,12,2025-02-25
T7088,S3033,2,user,service_lookup,1.0,0.63,silence,4,2025-03-10
T7089,S2913,2,user,start_application,0.7,0.87,misunderstanding,8,2025-01-15
T7090,S2916,12,user,start_application,0.66,0.94,,3,2025-02-03
T7091,S2094,10,user,service_lookup,0.7,0.87,,5,2025-01-29
T7092,S2958,12,user,service_lookup,0.28,0.95,misunderstanding,12,2025-04-11
T7093,S3130,3,user,repeat,0.81,0.77,silence,9,2025-02-04
T7094,S2070,8,system,service_lookup,0.69,0.75,,3,2025-01-25
T7095,S2663,11,system,repeat,0.93,0.8,misunderstanding,6,2025-02-22
T7096,S2968,6,user,start_application,0.87,0.95,,7,2025-02-24
T7097,S2586,6,system,service_lookup,0.65,0.61,,8,2025-03-09
T7098,S2726,9,user,service_lookup,0.73,0.96,,14,2025-01-26
T7099,S2367,8,user,service_lookup,0.81,0.63,,9,2025-04-12
T7100,S2050,2,user,start_application,0.6,0.66,,13,2025-02-16
T7101,S3166,6,system,service_lookup,0.87,0.72,,3,2025-01-04
T7102,S2987,1,user,start_application,0.66,0.52,,8,2025-04-28
T7103,S3190,13,user,start_application,0.57,0.87,,11,2025-02-05
T7104,S2259,14,system,repeat,0.51,0.85,,11,2025-01-02
T7105,S2157,9,user,service_lookup,0.75,0.58,,10,2025-02-16
T7106,S2098,4,system,start_application,0.88,0.9,misunderstanding,12,2025-01-16
T7107,S2240,4,system,service_lookup,0.9,0.8,,9,2025-03-19
T7108,S2201,9,user,service_lookup,0.9,0.58,,3,2025-02-09
T7109,S2633,3,system,service_lookup,0.56,0.82,,10,2025-01-20
T7110,S3119,5,system,repeat,0.72,0.65,silence,8,2025-04-28
T7111,S2745,1,system,unknown,0.9,0.91,silence,10,2025-04-28
T7112,S2489,6,user,service_lookup,0.95,0.79,,7,2025-01-19
T7113,S2578,3,system,start_application,0.94,0.58,noise,14,2025-02-22
T7114,S2526,1,user,service_lookup,0.49,0.8,silence,9,2025-01-20
